Line 1 getShape : 20 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35Line 4 operator= 
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35Line 5 printHead -1 14
Line 6 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35Line 7 drop 1 11 1x2 : true
Line 8 printHead 100 100
1x0 1x1 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35Line 23 drop 1 1 1x19 : true
Line 24 printHead 100 100
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 25 printHead 100 100
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 26 extract 15 27 17 19
Line 27 printHead 100 100
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 28 extract 0 7 12 16
1x14 1x15 1x16 1x17 1x18
35 7 85 45 72
15 71 28 16 12
17 29 89 78 94
6 2 65 49 90
25 77 75 99 63
84 54 31 85 30
23 6 8 91 28
68 91 96 12 49Line 29 printHead 100 100
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 30 extract 12 23 15 29
1x17 1x18
9 10
75 65
18 48
51 60
55 2
46 73
77 88
77 1Line 31 printTail 14 5
1x14 1x15 1x16 1x17 1x18
23 6 8 91 28
68 91 96 12 49
37 72 86 94 59
79 62 2 86 89
49 61 45 42 78
78 28 37 52 95
67 10 62 9 10
67 6 44 75 65
13 9 68 18 48
7 75 18 51 60
88 53 75 55 2
20 27 64 46 73
95 83 4 77 88
66 71 35 77 1Line 32 printHead 100 100
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 33 drop 1 21 1x-1 : false
Line 34 printHead 100 100
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 35 operator= 
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 36 getShape : 20 17
Line 37 printHead 100 100
1x0 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
44 79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
97 80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
92 38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
11 86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
3 2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
47 12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
78 54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
11 47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
57 22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
29 28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
67 87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
45 78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
4 87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
89 90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
64 45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
23 47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
62 77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
82 88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
64 7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 38 drop 1 18 1x0 : true
Line 39 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 40 printTail 0 6
Line 41 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
28 31 41 58 19 29 13 11 0 18 46 79 62 2 86 89
87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 42 drop 0 9 1x14 : true
Line 43 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 44 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18
79 20 94 62 17 59 77 23 91 53 50 35 7 85 45 72
80 73 61 5 5 12 21 49 21 6 1 15 71 28 16 12
38 75 9 49 48 57 30 70 56 76 29 17 29 89 78 94
86 21 62 4 88 64 82 3 23 71 47 6 2 65 49 90
2 81 96 49 69 57 78 18 46 51 51 25 77 75 99 63
12 23 43 67 60 3 68 95 19 25 18 84 54 31 85 30
54 92 26 1 58 4 9 10 94 81 45 23 6 8 91 28
47 98 16 62 56 53 42 28 22 76 63 68 91 96 12 49
22 6 94 51 6 97 83 35 55 68 55 37 72 86 94 59
87 20 73 51 72 95 60 27 39 72 97 49 61 45 42 78
78 87 13 32 4 55 40 17 18 86 12 78 28 37 52 95
87 10 26 17 39 59 24 95 69 8 71 67 10 62 9 10
90 37 30 78 90 51 50 76 59 10 47 67 6 44 75 65
45 0 68 20 58 84 68 64 44 0 87 13 9 68 18 48
47 28 15 71 87 87 18 84 67 77 10 7 75 18 51 60
77 77 13 44 59 44 67 44 72 78 68 88 53 75 55 2
88 58 76 6 28 92 68 63 94 13 67 20 27 64 46 73
7 20 3 13 40 92 14 10 53 74 66 95 83 4 77 88
30 85 62 87 46 43 33 70 97 66 48 66 71 35 77 1Line 45 drop 1 4 1x17 : true
Line 46 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
79 20 94 62 17 59 77 23 91 53 50 35 7 85 72
80 73 61 5 5 12 21 49 21 6 1 15 71 28 12
38 75 9 49 48 57 30 70 56 76 29 17 29 89 94
86 21 62 4 88 64 82 3 23 71 47 6 2 65 90
2 81 96 49 69 57 78 18 46 51 51 25 77 75 63
12 23 43 67 60 3 68 95 19 25 18 84 54 31 30
54 92 26 1 58 4 9 10 94 81 45 23 6 8 28
47 98 16 62 56 53 42 28 22 76 63 68 91 96 49
22 6 94 51 6 97 83 35 55 68 55 37 72 86 59
87 20 73 51 72 95 60 27 39 72 97 49 61 45 78
78 87 13 32 4 55 40 17 18 86 12 78 28 37 95
87 10 26 17 39 59 24 95 69 8 71 67 10 62 10
90 37 30 78 90 51 50 76 59 10 47 67 6 44 65
45 0 68 20 58 84 68 64 44 0 87 13 9 68 48
47 28 15 71 87 87 18 84 67 77 10 7 75 18 60
77 77 13 44 59 44 67 44 72 78 68 88 53 75 2
88 58 76 6 28 92 68 63 94 13 67 20 27 64 73
7 20 3 13 40 92 14 10 53 74 66 95 83 4 88
30 85 62 87 46 43 33 70 97 66 48 66 71 35 1Line 47 printHead 19 15
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
79 20 94 62 17 59 77 23 91 53 50 35 7 85 72
80 73 61 5 5 12 21 49 21 6 1 15 71 28 12
38 75 9 49 48 57 30 70 56 76 29 17 29 89 94
86 21 62 4 88 64 82 3 23 71 47 6 2 65 90
2 81 96 49 69 57 78 18 46 51 51 25 77 75 63
12 23 43 67 60 3 68 95 19 25 18 84 54 31 30
54 92 26 1 58 4 9 10 94 81 45 23 6 8 28
47 98 16 62 56 53 42 28 22 76 63 68 91 96 49
22 6 94 51 6 97 83 35 55 68 55 37 72 86 59
87 20 73 51 72 95 60 27 39 72 97 49 61 45 78
78 87 13 32 4 55 40 17 18 86 12 78 28 37 95
87 10 26 17 39 59 24 95 69 8 71 67 10 62 10
90 37 30 78 90 51 50 76 59 10 47 67 6 44 65
45 0 68 20 58 84 68 64 44 0 87 13 9 68 48
47 28 15 71 87 87 18 84 67 77 10 7 75 18 60
77 77 13 44 59 44 67 44 72 78 68 88 53 75 2
88 58 76 6 28 92 68 63 94 13 67 20 27 64 73
7 20 3 13 40 92 14 10 53 74 66 95 83 4 88
30 85 62 87 46 43 33 70 97 66 48 66 71 35 1Line 48 Dataset 
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
79 20 94 62 17 59 77 23 91 53 50 35 7 85 72
80 73 61 5 5 12 21 49 21 6 1 15 71 28 12
38 75 9 49 48 57 30 70 56 76 29 17 29 89 94
86 21 62 4 88 64 82 3 23 71 47 6 2 65 90
2 81 96 49 69 57 78 18 46 51 51 25 77 75 63
12 23 43 67 60 3 68 95 19 25 18 84 54 31 30
54 92 26 1 58 4 9 10 94 81 45 23 6 8 28
47 98 16 62 56 53 42 28 22 76 63 68 91 96 49
